geo,nace_r2,anno,occupati_migliaia
DE,G-I,2010,9473
DE,G-I,2011,9596
DE,G-I,2012,9691
DE,G-I,2013,9734
DE,G-I,2014,9784
DE,G-I,2015,9840
DE,G-I,2016,9949
DE,G-I,2017,10046
DE,G-I,2018,10181
DE,G-I,2019,10247
DE,G-I,2020,10037
DE,G-I,2021,9904
DE,G-I,2022,10038
DE,G-I,2023,10091
DE,G-I,2024,10074
DE,G-I,2025,10056
DE,TOTAL,1975,NA
DE,TOTAL,1976,NA
DE,TOTAL,1977,NA
DE,TOTAL,1978,NA
DE,TOTAL,1979,NA
DE,TOTAL,1980,NA
DE,TOTAL,1981,NA
DE,TOTAL,1982,NA
DE,TOTAL,1983,NA
DE,TOTAL,1984,NA
DE,TOTAL,1985,NA
DE,TOTAL,1986,NA
DE,TOTAL,1987,NA
DE,TOTAL,1988,NA
DE,TOTAL,1989,NA
DE,TOTAL,1990,NA
DE,TOTAL,1991,38873
DE,TOTAL,1992,38362
DE,TOTAL,1993,37865
DE,TOTAL,1994,37881
DE,TOTAL,1995,38046
DE,TOTAL,1996,38062
DE,TOTAL,1997,38045
DE,TOTAL,1998,38500
DE,TOTAL,1999,39125
DE,TOTAL,2000,39976
DE,TOTAL,2001,39865
DE,TOTAL,2002,39674
DE,TOTAL,2003,39246
DE,TOTAL,2004,39370
DE,TOTAL,2005,39322
DE,TOTAL,2006,39608
DE,TOTAL,2007,40281
DE,TOTAL,2008,40851
DE,TOTAL,2009,40903
DE,TOTAL,2010,41099
DE,TOTAL,2011,41570
DE,TOTAL,2012,42065
DE,TOTAL,2013,42378
DE,TOTAL,2014,42756
DE,TOTAL,2015,43137
DE,TOTAL,2016,43686
DE,TOTAL,2017,44290
DE,TOTAL,2018,44878
DE,TOTAL,2019,45291
DE,TOTAL,2020,44966
DE,TOTAL,2021,45041
DE,TOTAL,2022,45629
DE,TOTAL,2023,45935
DE,TOTAL,2024,45987
DE,TOTAL,2025,45982
ES,A,1975,NA
ES,A,1976,NA
ES,A,1977,NA
ES,A,1978,NA
ES,A,1979,NA
ES,A,1980,NA
ES,A,1981,NA
ES,A,1982,NA
ES,A,1983,NA
ES,A,1984,NA
ES,A,1985,NA
ES,A,1986,NA
ES,A,1987,NA
ES,A,1988,NA
ES,A,1989,NA
ES,A,1990,NA
ES,A,1991,NA
ES,A,1992,NA
ES,A,1993,NA
ES,A,1994,NA
ES,A,1995,990.6
ES,A,1996,1014.7
ES,A,1997,993.4
ES,A,1998,994.5
ES,A,1999,967.5
ES,A,2000,991
ES,A,2001,999.8
ES,A,2002,995.4
ES,A,2003,990.1
ES,A,2004,970.4
ES,A,2005,954.5
ES,A,2006,905.5
ES,A,2007,888.9
ES,A,2008,856.9
ES,A,2009,815.8
ES,A,2010,826.1
ES,A,2011,803.4
ES,A,2012,778.9
ES,A,2013,770.2
ES,A,2014,777.1
ES,A,2015,784.9
ES,A,2016,819.5
ES,A,2017,839
ES,A,2018,838.6
ES,A,2019,824.8
ES,A,2020,776.8
ES,A,2021,804.2
ES,A,2022,797.9
ES,A,2023,777
ES,A,2024,769.9
ES,A,2025,782.9
ES,B-E,1975,NA
ES,B-E,1976,NA
ES,B-E,1977,NA
ES,B-E,1978,NA
ES,B-E,1979,NA
ES,B-E,1980,NA
ES,B-E,1981,NA
ES,B-E,1982,NA
ES,B-E,1983,NA
ES,B-E,1984,NA
ES,B-E,1985,NA
ES,B-E,1986,NA
ES,B-E,1987,NA
ES,B-E,1988,NA
ES,B-E,1989,NA
ES,B-E,1990,NA
ES,B-E,1991,NA
ES,B-E,1992,NA
ES,B-E,1993,NA
ES,B-E,1994,NA
ES,B-E,1995,2562.9
ES,B-E,1996,2651.9
ES,B-E,1997,2777.4
ES,B-E,1998,2882.6
ES,B-E,1999,2985.6
ES,B-E,2000,3085.5
ES,B-E,2001,3071.9
ES,B-E,2002,3037.7
ES,B-E,2003,3040.7
ES,B-E,2004,3050.8
ES,B-E,2005,3049.8
ES,B-E,2006,3013.9
ES,B-E,2007,2960
ES,B-E,2008,2925.8
ES,B-E,2009,2580.2
ES,B-E,2010,2486.2
ES,B-E,2011,2397.2
ES,B-E,2012,2236
ES,B-E,2013,2131.2
ES,B-E,2014,2111.9
ES,B-E,2015,2167.7
ES,B-E,2016,2246.4
ES,B-E,2017,2301.4
ES,B-E,2018,2349.3
ES,B-E,2019,2416
ES,B-E,2020,2329.4
ES,B-E,2021,2334.8
ES,B-E,2022,2384.7
ES,B-E,2023,2429.6
ES,B-E,2024,2506.2
ES,B-E,2025,2604.2
ES,C,1975,NA
ES,C,1976,NA
ES,C,1977,NA
ES,C,1978,NA
ES,C,1979,NA
ES,C,1980,NA
ES,C,1981,NA
ES,C,1982,NA
ES,C,1983,NA
ES,C,1984,NA
ES,C,1985,NA
ES,C,1986,NA
ES,C,1987,NA
ES,C,1988,NA
ES,C,1989,NA
ES,C,1990,NA
ES,C,1991,NA
ES,C,1992,NA
ES,C,1993,NA
ES,C,1994,NA
ES,C,1995,2385.1
ES,C,1996,2472.8
ES,C,1997,2597.7
ES,C,1998,2702.9
ES,C,1999,2803.6
ES,C,2000,2898.3
ES,C,2001,2884.2
ES,C,2002,2848.9
ES,C,2003,2837.6
ES,C,2004,2838
ES,C,2005,2830.2
ES,C,2006,2787.9
ES,C,2007,2728.9
ES,C,2008,2697.4
ES,C,2009,2352.9
ES,C,2010,2241.6
ES,C,2011,2149.6
ES,C,2012,1991.8
ES,C,2013,1891.5
ES,C,2014,1874.4
ES,C,2015,1925.9
ES,C,2016,1997.8
ES,C,2017,2053.7
ES,C,2018,2098.4
ES,C,2019,2156.1
ES,C,2020,2067
ES,C,2021,2059.8
ES,C,2022,2112
ES,C,2023,2148.8
ES,C,2024,2201.5
ES,C,2025,2279.2
ES,F,1975,NA
ES,F,1976,NA
ES,F,1977,NA
ES,F,1978,NA
ES,F,1979,NA
ES,F,1980,NA
ES,F,1981,NA
ES,F,1982,NA
ES,F,1983,NA
ES,F,1984,NA
ES,F,1985,NA
ES,F,1986,NA
ES,F,1987,NA
ES,F,1988,NA
ES,F,1989,NA
ES,F,1990,NA
ES,F,1991,NA
ES,F,1992,NA
ES,F,1993,NA
ES,F,1994,NA
ES,F,1995,1251.3
ES,F,1996,1270.9
ES,F,1997,1371.2
ES,F,1998,1481.6
ES,F,1999,1654.4
ES,F,2000,1861.3
ES,F,2001,1998.2
ES,F,2002,2082.5
ES,F,2003,2177.1
ES,F,2004,2291
ES,F,2005,2470.4
ES,F,2006,2638.6
ES,F,2007,2780.9
ES,F,2008,2458.8
ES,F,2009,1911.4
ES,F,2010,1674.3
ES,F,2011,1426
ES,F,2012,1191.4
ES,F,2013,1051.8
ES,F,2014,1028.9
ES,F,2015,1101.7
ES,F,2016,1119.8
ES,F,2017,1166.1
ES,F,2018,1244.1
ES,F,2019,1353.2
ES,F,2020,1287.3
ES,F,2021,1349.1
ES,F,2022,1432.3
ES,F,2023,1515.4
ES,F,2024,1590.6
ES,F,2025,1659.6
ES,G-I,1975,NA
ES,G-I,1976,NA
ES,G-I,1977,NA
ES,G-I,1978,NA
ES,G-I,1979,NA
ES,G-I,1980,NA
ES,G-I,1981,NA
ES,G-I,1982,NA
ES,G-I,1983,NA
ES,G-I,1984,NA
ES,G-I,1985,NA
ES,G-I,1986,NA
ES,G-I,1987,NA
ES,G-I,1988,NA
ES,G-I,1989,NA
ES,G-I,1990,NA
ES,G-I,1991,NA
ES,G-I,1992,NA
ES,G-I,1993,NA
ES,G-I,1994,NA
ES,G-I,1995,3769.1
ES,G-I,1996,3802.1
ES,G-I,1997,3930.8
ES,G-I,1998,4109.5
ES,G-I,1999,4278.3
ES,G-I,2000,4507.6
ES,G-I,2001,4624.4
ES,G-I,2002,4784.1
ES,G-I,2003,5003.5
ES,G-I,2004,5287.4
ES,G-I,2005,5511.9
ES,G-I,2006,5737.1
ES,G-I,2007,6062.2
ES,G-I,2008,6156
ES,G-I,2009,5840
ES,G-I,2010,5756.3
ES,G-I,2011,5693.1
ES,G-I,2012,5476.6
ES,G-I,2013,5327.7
ES,G-I,2014,5399.4
ES,G-I,2015,5597.4
ES,G-I,2016,5699.1
ES,G-I,2017,5823.6
ES,G-I,2018,5869.2
ES,G-I,2019,6077.8
ES,G-I,2020,5485.5
ES,G-I,2021,5554.7
ES,G-I,2022,5892.9
ES,G-I,2023,6178.5
ES,G-I,2024,6334.1
ES,G-I,2025,6481.2
ES,TOTAL,1975,NA
ES,TOTAL,1976,NA
ES,TOTAL,1977,NA
ES,TOTAL,1978,NA
ES,TOTAL,1979,NA
ES,TOTAL,1980,NA
ES,TOTAL,1981,NA
ES,TOTAL,1982,NA
ES,TOTAL,1983,NA
ES,TOTAL,1984,NA
ES,TOTAL,1985,NA
ES,TOTAL,1986,NA
ES,TOTAL,1987,NA
ES,TOTAL,1988,NA
ES,TOTAL,1989,NA
ES,TOTAL,1990,NA
ES,TOTAL,1991,NA
ES,TOTAL,1992,NA
ES,TOTAL,1993,NA
ES,TOTAL,1994,NA
ES,TOTAL,1995,13858.1
ES,TOTAL,1996,14058.4
ES,TOTAL,1997,14584
ES,TOTAL,1998,15222.7
ES,TOTAL,1999,15915.6
ES,TOTAL,2000,16728.3
ES,TOTAL,2001,17286
ES,TOTAL,2002,17732.3
ES,TOTAL,2003,18314
ES,TOTAL,2004,18999.5
ES,TOTAL,2005,19808.3
ES,TOTAL,2006,20627.1
ES,TOTAL,2007,21296.7
ES,TOTAL,2008,21312.2
ES,TOTAL,2009,19967.8
ES,TOTAL,2010,19605.8
ES,TOTAL,2011,19130.2
ES,TOTAL,2012,18309.5
ES,TOTAL,2013,17906.9
ES,TOTAL,2014,18092.6
ES,TOTAL,2015,18614.8
ES,TOTAL,2016,19012.7
ES,TOTAL,2017,19512.3
ES,TOTAL,2018,19938.4
ES,TOTAL,2019,20467.1
ES,TOTAL,2020,19567
ES,TOTAL,2021,20072.5
ES,TOTAL,2022,20827.7
ES,TOTAL,2023,21507
ES,TOTAL,2024,22001.4
ES,TOTAL,2025,22605
EU27_2020,A,1975,NA
EU27_2020,A,1976,NA
EU27_2020,A,1977,NA
EU27_2020,A,1978,NA
EU27_2020,A,1979,NA
EU27_2020,A,1980,NA
EU27_2020,A,1981,NA
EU27_2020,A,1982,NA
EU27_2020,A,1983,NA
EU27_2020,A,1984,NA
EU27_2020,A,1985,NA
EU27_2020,A,1986,NA
EU27_2020,A,1987,NA
EU27_2020,A,1988,NA
EU27_2020,A,1989,NA
EU27_2020,A,1990,NA
EU27_2020,A,1991,NA
EU27_2020,A,1992,NA
EU27_2020,A,1993,NA
EU27_2020,A,1994,NA
EU27_2020,A,1995,17394.1
EU27_2020,A,1996,16881.05
EU27_2020,A,1997,16784.03
EU27_2020,A,1998,16600.57
EU27_2020,A,1999,16320.79
EU27_2020,A,2000,16108.28
EU27_2020,A,2001,15619.1
EU27_2020,A,2002,14091.18
EU27_2020,A,2003,13892.07
EU27_2020,A,2004,13192.4
EU27_2020,A,2005,13001.01
EU27_2020,A,2006,12629.82
EU27_2020,A,2007,12358.56
EU27_2020,A,2008,12086.92
EU27_2020,A,2009,11781.17
EU27_2020,A,2010,11588.67
EU27_2020,A,2011,11241.14
EU27_2020,A,2012,11127.63
EU27_2020,A,2013,10862.14
EU27_2020,A,2014,10743.55
EU27_2020,A,2015,10445.25
EU27_2020,A,2016,10010.79
EU27_2020,A,2017,9988.14
EU27_2020,A,2018,9829.39
EU27_2020,A,2019,9441.6
EU27_2020,A,2020,9293.98
EU27_2020,A,2021,9286.75
EU27_2020,A,2022,9177.17
EU27_2020,A,2023,9082.6
EU27_2020,A,2024,8699.34
EU27_2020,A,2025,8285.97
EU27_2020,B-E,1975,NA
EU27_2020,B-E,1976,NA
EU27_2020,B-E,1977,NA
EU27_2020,B-E,1978,NA
EU27_2020,B-E,1979,NA
EU27_2020,B-E,1980,NA
EU27_2020,B-E,1981,NA
EU27_2020,B-E,1982,NA
EU27_2020,B-E,1983,NA
EU27_2020,B-E,1984,NA
EU27_2020,B-E,1985,NA
EU27_2020,B-E,1986,NA
EU27_2020,B-E,1987,NA
EU27_2020,B-E,1988,NA
EU27_2020,B-E,1989,NA
EU27_2020,B-E,1990,NA
EU27_2020,B-E,1991,NA
EU27_2020,B-E,1992,NA
EU27_2020,B-E,1993,NA
EU27_2020,B-E,1994,NA
EU27_2020,B-E,1995,38232.1
EU27_2020,B-E,1996,38065.71
EU27_2020,B-E,1997,37967.16
EU27_2020,B-E,1998,37978.74
EU27_2020,B-E,1999,37399.2
EU27_2020,B-E,2000,37231.82
EU27_2020,B-E,2001,37026.79
EU27_2020,B-E,2002,36498.24
EU27_2020,B-E,2003,35934.38
EU27_2020,B-E,2004,35482.82
EU27_2020,B-E,2005,35203.81
EU27_2020,B-E,2006,35264.73
EU27_2020,B-E,2007,35538.83
EU27_2020,B-E,2008,35668.03
EU27_2020,B-E,2009,33575.46
EU27_2020,B-E,2010,32322.8
EU27_2020,B-E,2011,32441.53
EU27_2020,B-E,2012,32238.23
EU27_2020,B-E,2013,31953.17
EU27_2020,B-E,2014,32073.3
EU27_2020,B-E,2015,32131.43
EU27_2020,B-E,2016,32594.84
EU27_2020,B-E,2017,33066.89
EU27_2020,B-E,2018,33502.96
EU27_2020,B-E,2019,33811.42
EU27_2020,B-E,2020,33042.99
EU27_2020,B-E,2021,33027.45
EU27_2020,B-E,2022,33429.89
EU27_2020,B-E,2023,33436.41
EU27_2020,B-E,2024,33550.5
EU27_2020,B-E,2025,33379.08
EU27_2020,C,1975,NA
EU27_2020,C,1976,NA
EU27_2020,C,1977,NA
EU27_2020,C,1978,NA
EU27_2020,C,1979,NA
EU27_2020,C,1980,NA
EU27_2020,C,1981,NA
EU27_2020,C,1982,NA
EU27_2020,C,1983,NA
EU27_2020,C,1984,NA
EU27_2020,C,1985,NA
EU27_2020,C,1986,NA
EU27_2020,C,1987,NA
EU27_2020,C,1988,NA
EU27_2020,C,1989,NA
EU27_2020,C,1990,NA
EU27_2020,C,1991,NA
EU27_2020,C,1992,NA
EU27_2020,C,1993,NA
EU27_2020,C,1994,NA
EU27_2020,C,1995,34492.29
EU27_2020,C,1996,34340.86
EU27_2020,C,1997,34297.23
EU27_2020,C,1998,34367.75
EU27_2020,C,1999,33893.84
EU27_2020,C,2000,33806.18
EU27_2020,C,2001,33727.09
EU27_2020,C,2002,33237.43
EU27_2020,C,2003,32744.29
EU27_2020,C,2004,32234.21
EU27_2020,C,2005,31949.15
EU27_2020,C,2006,31971.97
EU27_2020,C,2007,32275.98
EU27_2020,C,2008,32439.23
EU27_2020,C,2009,30378.1
EU27_2020,C,2010,29138.94
EU27_2020,C,2011,29242.67
EU27_2020,C,2012,29019.12
EU27_2020,C,2013,28728.29
EU27_2020,C,2014,28824.88
EU27_2020,C,2015,28935.56
EU27_2020,C,2016,29401.31
EU27_2020,C,2017,29894.61
EU27_2020,C,2018,30314.72
EU27_2020,C,2019,30519.31
EU27_2020,C,2020,29733.92
EU27_2020,C,2021,29705.82
EU27_2020,C,2022,30088.55
EU27_2020,C,2023,30081.06
EU27_2020,C,2024,30096.49
EU27_2020,C,2025,29876.24
EU27_2020,F,1975,NA
EU27_2020,F,1976,NA
EU27_2020,F,1977,NA
EU27_2020,F,1978,NA
EU27_2020,F,1979,NA
EU27_2020,F,1980,NA
EU27_2020,F,1981,NA
EU27_2020,F,1982,NA
EU27_2020,F,1983,NA
EU27_2020,F,1984,NA
EU27_2020,F,1985,NA
EU27_2020,F,1986,NA
EU27_2020,F,1987,NA
EU27_2020,F,1988,NA
EU27_2020,F,1989,NA
EU27_2020,F,1990,NA
EU27_2020,F,1991,NA
EU27_2020,F,1992,NA
EU27_2020,F,1993,NA
EU27_2020,F,1994,NA
EU27_2020,F,1995,12426.36
EU27_2020,F,1996,12350.6
EU27_2020,F,1997,12426.93
EU27_2020,F,1998,12539.46
EU27_2020,F,1999,12735.37
EU27_2020,F,2000,12891.71
EU27_2020,F,2001,13293.37
EU27_2020,F,2002,13272.89
EU27_2020,F,2003,13330.33
EU27_2020,F,2004,13425.91
EU27_2020,F,2005,13907.43
EU27_2020,F,2006,14508.88
EU27_2020,F,2007,15302.84
EU27_2020,F,2008,15325.05
EU27_2020,F,2009,14488.77
EU27_2020,F,2010,13810.84
EU27_2020,F,2011,13408.61
EU27_2020,F,2012,12920.21
EU27_2020,F,2013,12480.63
EU27_2020,F,2014,12361.66
EU27_2020,F,2015,12412.87
EU27_2020,F,2016,12511.46
EU27_2020,F,2017,12690.07
EU27_2020,F,2018,13013.44
EU27_2020,F,2019,13438.8
EU27_2020,F,2020,13561.8
EU27_2020,F,2021,13974.36
EU27_2020,F,2022,14382.32
EU27_2020,F,2023,14548.49
EU27_2020,F,2024,14654.78
EU27_2020,F,2025,14820.54
EU27_2020,G-I,1975,NA
EU27_2020,G-I,1976,NA
EU27_2020,G-I,1977,NA
EU27_2020,G-I,1978,NA
EU27_2020,G-I,1979,NA
EU27_2020,G-I,1980,NA
EU27_2020,G-I,1981,NA
EU27_2020,G-I,1982,NA
EU27_2020,G-I,1983,NA
EU27_2020,G-I,1984,NA
EU27_2020,G-I,1985,NA
EU27_2020,G-I,1986,NA
EU27_2020,G-I,1987,NA
EU27_2020,G-I,1988,NA
EU27_2020,G-I,1989,NA
EU27_2020,G-I,1990,NA
EU27_2020,G-I,1991,NA
EU27_2020,G-I,1992,NA
EU27_2020,G-I,1993,NA
EU27_2020,G-I,1994,NA
EU27_2020,G-I,1995,39830.99
EU27_2020,G-I,1996,40266.74
EU27_2020,G-I,1997,40714.58
EU27_2020,G-I,1998,41468.67
EU27_2020,G-I,1999,42255.49
EU27_2020,G-I,2000,43110.07
EU27_2020,G-I,2001,43877.42
EU27_2020,G-I,2002,44227.89
EU27_2020,G-I,2003,44519.13
EU27_2020,G-I,2004,45067.35
EU27_2020,G-I,2005,45532.52
EU27_2020,G-I,2006,46556.96
EU27_2020,G-I,2007,47874.47
EU27_2020,G-I,2008,48492.84
EU27_2020,G-I,2009,47729.14
EU27_2020,G-I,2010,47364.11
EU27_2020,G-I,2011,47483.83
EU27_2020,G-I,2012,47379.54
EU27_2020,G-I,2013,47027.01
EU27_2020,G-I,2014,47526.77
EU27_2020,G-I,2015,48180.64
EU27_2020,G-I,2016,49061.23
EU27_2020,G-I,2017,49891.61
EU27_2020,G-I,2018,50654.75
EU27_2020,G-I,2019,51477.25
EU27_2020,G-I,2020,49564.41
EU27_2020,G-I,2021,50057.2
EU27_2020,G-I,2022,51539.46
EU27_2020,G-I,2023,52351.81
EU27_2020,G-I,2024,52844.18
EU27_2020,G-I,2025,53164.73
EU27_2020,TOTAL,1975,NA
EU27_2020,TOTAL,1976,NA
EU27_2020,TOTAL,1977,NA
EU27_2020,TOTAL,1978,NA
EU27_2020,TOTAL,1979,NA
EU27_2020,TOTAL,1980,NA
EU27_2020,TOTAL,1981,NA
EU27_2020,TOTAL,1982,NA
EU27_2020,TOTAL,1983,NA
EU27_2020,TOTAL,1984,NA
EU27_2020,TOTAL,1985,NA
EU27_2020,TOTAL,1986,NA
EU27_2020,TOTAL,1987,NA
EU27_2020,TOTAL,1988,NA
EU27_2020,TOTAL,1989,NA
EU27_2020,TOTAL,1990,NA
EU27_2020,TOTAL,1991,NA
EU27_2020,TOTAL,1992,NA
EU27_2020,TOTAL,1993,NA
EU27_2020,TOTAL,1994,NA
EU27_2020,TOTAL,1995,178262.07
EU27_2020,TOTAL,1996,178989.82
EU27_2020,TOTAL,1997,180462.7
EU27_2020,TOTAL,1998,182727.16
EU27_2020,TOTAL,1999,184661.98
EU27_2020,TOTAL,2000,187426.28
EU27_2020,TOTAL,2001,188755.35
EU27_2020,TOTAL,2002,188439.81
EU27_2020,TOTAL,2003,189055.07
EU27_2020,TOTAL,2004,189950.36
EU27_2020,TOTAL,2005,191887.02
EU27_2020,TOTAL,2006,195524.61
EU27_2020,TOTAL,2007,199550.87
EU27_2020,TOTAL,2008,201498.42
EU27_2020,TOTAL,2009,197856.87
EU27_2020,TOTAL,2010,196017.82
EU27_2020,TOTAL,2011,196082.83
EU27_2020,TOTAL,2012,195574.94
EU27_2020,TOTAL,2013,194853.97
EU27_2020,TOTAL,2014,196610.77
EU27_2020,TOTAL,2015,198464.81
EU27_2020,TOTAL,2016,201047.86
EU27_2020,TOTAL,2017,204275.23
EU27_2020,TOTAL,2018,207233.41
EU27_2020,TOTAL,2019,209893.54
EU27_2020,TOTAL,2020,207032.3
EU27_2020,TOTAL,2021,210367.51
EU27_2020,TOTAL,2022,214988.12
EU27_2020,TOTAL,2023,217705.22
EU27_2020,TOTAL,2024,219433.59
EU27_2020,TOTAL,2025,220557.81
FR,A,1975,2240
FR,A,1976,2161
FR,A,1977,2083
FR,A,1978,2019
FR,A,1979,1967
FR,A,1980,1905
FR,A,1981,1835
FR,A,1982,1770
FR,A,1983,1708
FR,A,1984,1651
FR,A,1985,1593
FR,A,1986,1538
FR,A,1987,1480
FR,A,1988,1425
FR,A,1989,1369
FR,A,1990,1306
FR,A,1991,1251
FR,A,1992,1202
FR,A,1993,1144
FR,A,1994,1093
FR,A,1995,1060
FR,A,1996,1033
FR,A,1997,1013
FR,A,1998,997
FR,A,1999,975
FR,A,2000,939
FR,A,2001,915
FR,A,2002,888
FR,A,2003,867
FR,A,2004,868
FR,A,2005,856
FR,A,2006,829
FR,A,2007,806
FR,A,2008,781
FR,A,2009,761
FR,A,2010,745
FR,A,2011,740
FR,A,2012,736
FR,A,2013,739
FR,A,2014,743
FR,A,2015,740
FR,A,2016,734
FR,A,2017,730
FR,A,2018,731
FR,A,2019,730
FR,A,2020,724
FR,A,2021,711
FR,A,2022,713
FR,A,2023,708
FR,A,2024,711
FR,A,2025,699
FR,B-E,1975,5354
FR,B-E,1976,5343
FR,B-E,1977,5346
FR,B-E,1978,5296
FR,B-E,1979,5216
FR,B-E,1980,5155
FR,B-E,1981,4994
FR,B-E,1982,4919
FR,B-E,1983,4837
FR,B-E,1984,4689
FR,B-E,1985,4563
FR,B-E,1986,4474
FR,B-E,1987,4364
FR,B-E,1988,4296
FR,B-E,1989,4306
FR,B-E,1990,4311
FR,B-E,1991,4241
FR,B-E,1992,4103
