geo,nace_r2,anno,indice
DE,C24,1991,106.1
DE,C24,1992,101.1
DE,C24,1993,89.4
DE,C24,1994,95.5
DE,C24,1995,95.5
DE,C24,1996,90.5
DE,C24,1997,99.2
DE,C24,1998,100.2
DE,C24,1999,96.7
DE,C24,2000,104.5
DE,C24,2001,105.7
DE,C24,2002,106.4
DE,C24,2003,104.3
DE,C24,2004,108.1
DE,C24,2005,109.2
DE,C24,2006,118.1
DE,C24,2007,122.6
DE,C24,2008,120.7
DE,C24,2009,88
DE,C24,2010,106.2
DE,C24,2011,111.4
DE,C24,2012,107.5
DE,C24,2013,107.2
DE,C24,2014,110.2
DE,C24,2015,109.8
DE,C24,2016,108.4
DE,C24,2017,111.5
DE,C24,2018,111.7
DE,C24,2019,104.8
DE,C24,2020,90.7
DE,C24,2021,99.6
DE,C24,2022,95.7
DE,C24,2023,91.6
DE,C24,2024,90.1
DE,C24,2025,88.4
DE,C25,1953,NA
DE,C25,1954,NA
DE,C25,1955,NA
DE,C25,1956,NA
DE,C25,1957,NA
DE,C25,1958,NA
DE,C25,1959,NA
DE,C25,1960,NA
DE,C25,1961,NA
DE,C25,1962,NA
DE,C25,1963,NA
DE,C25,1964,NA
DE,C25,1965,NA
DE,C25,1966,NA
DE,C25,1967,NA
DE,C25,1968,NA
DE,C25,1969,NA
DE,C25,1970,NA
DE,C25,1971,NA
DE,C25,1972,NA
DE,C25,1973,NA
DE,C25,1974,NA
DE,C25,1975,NA
DE,C25,1976,NA
DE,C25,1977,NA
DE,C25,1978,NA
DE,C25,1979,NA
DE,C25,1980,NA
DE,C25,1981,NA
DE,C25,1982,NA
DE,C25,1983,NA
DE,C25,1984,NA
DE,C25,1985,NA
DE,C25,1986,NA
DE,C25,1987,NA
DE,C25,1988,NA
DE,C25,1989,NA
DE,C25,1990,NA
DE,C25,1991,64
DE,C25,1992,64
DE,C25,1993,59.5
DE,C25,1994,61.5
DE,C25,1995,64.8
DE,C25,1996,63.1
DE,C25,1997,66.2
DE,C25,1998,69.5
DE,C25,1999,70.4
DE,C25,2000,75.3
DE,C25,2001,77.1
DE,C25,2002,76.3
DE,C25,2003,76.3
DE,C25,2004,78.8
DE,C25,2005,80.2
DE,C25,2006,86
DE,C25,2007,92.6
DE,C25,2008,93.8
DE,C25,2009,73.5
DE,C25,2010,83.9
DE,C25,2011,93.9
DE,C25,2012,92.8
DE,C25,2013,94.2
DE,C25,2014,96.8
DE,C25,2015,97
DE,C25,2016,100
DE,C25,2017,105.1
DE,C25,2018,106.6
DE,C25,2019,102.9
DE,C25,2020,91.2
DE,C25,2021,99.3
DE,C25,2022,97.9
DE,C25,2023,94.2
DE,C25,2024,88.1
DE,C25,2025,86.2
DE,C26,1953,NA
DE,C26,1954,NA
DE,C26,1955,NA
DE,C26,1956,NA
DE,C26,1957,NA
DE,C26,1958,NA
DE,C26,1959,NA
DE,C26,1960,NA
DE,C26,1961,NA
DE,C26,1962,NA
DE,C26,1963,NA
DE,C26,1964,NA
DE,C26,1965,NA
DE,C26,1966,NA
DE,C26,1967,NA
DE,C26,1968,NA
DE,C26,1969,NA
DE,C26,1970,NA
DE,C26,1971,NA
DE,C26,1972,NA
DE,C26,1973,NA
DE,C26,1974,NA
DE,C26,1975,NA
DE,C26,1976,NA
DE,C26,1977,NA
DE,C26,1978,NA
DE,C26,1979,NA
DE,C26,1980,NA
DE,C26,1981,NA
DE,C26,1982,NA
DE,C26,1983,NA
DE,C26,1984,NA
DE,C26,1985,NA
DE,C26,1986,NA
DE,C26,1987,NA
DE,C26,1988,NA
DE,C26,1989,NA
DE,C26,1990,NA
DE,C26,1991,30.7
DE,C26,1992,28.1
DE,C26,1993,26
DE,C26,1994,27.8
DE,C26,1995,27.9
DE,C26,1996,28.4
DE,C26,1997,30
DE,C26,1998,32.7
DE,C26,1999,34.9
DE,C26,2000,43.8
DE,C26,2001,43.6
DE,C26,2002,40.7
DE,C26,2003,42.3
DE,C26,2004,47
DE,C26,2005,54.1
DE,C26,2006,64.2
DE,C26,2007,73.5
DE,C26,2008,78.3
DE,C26,2009,61.1
DE,C26,2010,70.7
DE,C26,2011,80.8
DE,C26,2012,79.8
DE,C26,2013,79.7
DE,C26,2014,82.6
DE,C26,2015,85.4
DE,C26,2016,87
DE,C26,2017,93
DE,C26,2018,94.9
DE,C26,2019,97.5
DE,C26,2020,90.4
DE,C26,2021,99.4
DE,C26,2022,104.5
DE,C26,2023,106.8
DE,C26,2024,103.2
DE,C26,2025,103.4
DE,C27,1953,NA
DE,C27,1954,NA
DE,C27,1955,NA
DE,C27,1956,NA
DE,C27,1957,NA
DE,C27,1958,NA
DE,C27,1959,NA
DE,C27,1960,NA
DE,C27,1961,NA
DE,C27,1962,NA
DE,C27,1963,NA
DE,C27,1964,NA
DE,C27,1965,NA
DE,C27,1966,NA
DE,C27,1967,NA
DE,C27,1968,NA
DE,C27,1969,NA
DE,C27,1970,NA
DE,C27,1971,NA
DE,C27,1972,NA
DE,C27,1973,NA
DE,C27,1974,NA
DE,C27,1975,NA
DE,C27,1976,NA
DE,C27,1977,NA
DE,C27,1978,NA
DE,C27,1979,NA
DE,C27,1980,NA
DE,C27,1981,NA
DE,C27,1982,NA
DE,C27,1983,NA
DE,C27,1984,NA
DE,C27,1985,NA
DE,C27,1986,NA
DE,C27,1987,NA
DE,C27,1988,NA
DE,C27,1989,NA
DE,C27,1990,NA
DE,C27,1991,72.6
DE,C27,1992,71.4
DE,C27,1993,65.6
DE,C27,1994,68.4
DE,C27,1995,66.9
DE,C27,1996,67.4
DE,C27,1997,71.4
DE,C27,1998,74.7
DE,C27,1999,75.2
DE,C27,2000,80.6
DE,C27,2001,83.1
DE,C27,2002,80.6
DE,C27,2003,80.5
DE,C27,2004,83.7
DE,C27,2005,86.8
DE,C27,2006,94.2
DE,C27,2007,100.3
DE,C27,2008,100.9
DE,C27,2009,79.4
DE,C27,2010,92.9
DE,C27,2011,101.1
DE,C27,2012,98.4
DE,C27,2013,95.6
DE,C27,2014,97.3
DE,C27,2015,96.2
DE,C27,2016,97.1
DE,C27,2017,102.1
DE,C27,2018,103.8
DE,C27,2019,97.1
DE,C27,2020,89.6
DE,C27,2021,99.2
DE,C27,2022,101.7
DE,C27,2023,101.2
DE,C27,2024,86.1
DE,C27,2025,86
DE,C28,1953,NA
DE,C28,1954,NA
DE,C28,1955,NA
DE,C28,1956,NA
DE,C28,1957,NA
DE,C28,1958,NA
DE,C28,1959,NA
DE,C28,1960,NA
DE,C28,1961,NA
DE,C28,1962,NA
DE,C28,1963,NA
DE,C28,1964,NA
DE,C28,1965,NA
DE,C28,1966,NA
DE,C28,1967,NA
DE,C28,1968,NA
DE,C28,1969,NA
DE,C28,1970,NA
DE,C28,1971,NA
DE,C28,1972,NA
DE,C28,1973,NA
DE,C28,1974,NA
DE,C28,1975,NA
DE,C28,1976,NA
DE,C28,1977,NA
DE,C28,1978,NA
DE,C28,1979,NA
DE,C28,1980,NA
DE,C28,1981,NA
DE,C28,1982,NA
DE,C28,1983,NA
DE,C28,1984,NA
DE,C28,1985,NA
DE,C28,1986,NA
DE,C28,1987,NA
DE,C28,1988,NA
DE,C28,1989,NA
DE,C28,1990,NA
DE,C28,1991,80.7
DE,C28,1992,75.3
DE,C28,1993,65.9
DE,C28,1994,66.7
DE,C28,1995,69
DE,C28,1996,69.2
DE,C28,1997,72.1
DE,C28,1998,75.8
DE,C28,1999,74.6
DE,C28,2000,80.6
DE,C28,2001,82.2
DE,C28,2002,80.1
DE,C28,2003,79.7
DE,C28,2004,83.2
DE,C28,2005,87.5
DE,C28,2006,94.4
DE,C28,2007,104.9
DE,C28,2008,109.3
DE,C28,2009,81
DE,C28,2010,89.3
DE,C28,2011,101.8
DE,C28,2012,103.5
DE,C28,2013,102.3
DE,C28,2014,103.5
DE,C28,2015,103.2
DE,C28,2016,103.2
DE,C28,2017,107.8
DE,C28,2018,110.2
DE,C28,2019,107
DE,C28,2020,92.7
DE,C28,2021,99.3
DE,C28,2022,100.1
DE,C28,2023,99.3
DE,C28,2024,91.7
DE,C28,2025,89.6
DE,C29,1953,NA
DE,C29,1954,NA
DE,C29,1955,NA
DE,C29,1956,NA
DE,C29,1957,NA
DE,C29,1958,NA
DE,C29,1959,NA
DE,C29,1960,NA
DE,C29,1961,NA
DE,C29,1962,NA
DE,C29,1963,NA
DE,C29,1964,NA
DE,C29,1965,NA
DE,C29,1966,NA
DE,C29,1967,NA
DE,C29,1968,NA
DE,C29,1969,NA
DE,C29,1970,NA
DE,C29,1971,NA
DE,C29,1972,NA
DE,C29,1973,NA
DE,C29,1974,NA
DE,C29,1975,NA
DE,C29,1976,NA
DE,C29,1977,NA
DE,C29,1978,NA
DE,C29,1979,NA
DE,C29,1980,NA
DE,C29,1981,NA
DE,C29,1982,NA
DE,C29,1983,NA
DE,C29,1984,NA
DE,C29,1985,NA
DE,C29,1986,NA
DE,C29,1987,NA
DE,C29,1988,NA
DE,C29,1989,NA
DE,C29,1990,NA
DE,C29,1991,71.5
DE,C29,1992,72
DE,C29,1993,59.2
DE,C29,1994,65
DE,C29,1995,65.4
DE,C29,1996,67.3
DE,C29,1997,72
DE,C29,1998,82.3
DE,C29,1999,84.9
DE,C29,2000,93.8
DE,C29,2001,97.5
DE,C29,2002,98.5
DE,C29,2003,100.4
DE,C29,2004,104
DE,C29,2005,108.2
DE,C29,2006,111.5
DE,C29,2007,119.1
DE,C29,2008,113.4
DE,C29,2009,89
DE,C29,2010,111.2
DE,C29,2011,126.1
DE,C29,2012,126.2
DE,C29,2013,128.5
DE,C29,2014,133.8
DE,C29,2015,133.5
DE,C29,2016,133.7
DE,C29,2017,136
DE,C29,2018,133.9
DE,C29,2019,127.3
DE,C29,2020,101.7
DE,C29,2021,98.9
DE,C29,2022,102.9
DE,C29,2023,116.1
DE,C29,2024,107.3
DE,C29,2025,105.5
DE,C30,1953,NA
DE,C30,1954,NA
DE,C30,1955,NA
DE,C30,1956,NA
DE,C30,1957,NA
DE,C30,1958,NA
DE,C30,1959,NA
DE,C30,1960,NA
DE,C30,1961,NA
DE,C30,1962,NA
DE,C30,1963,NA
DE,C30,1964,NA
DE,C30,1965,NA
DE,C30,1966,NA
DE,C30,1967,NA
DE,C30,1968,NA
DE,C30,1969,NA
DE,C30,1970,NA
DE,C30,1971,NA
DE,C30,1972,NA
DE,C30,1973,NA
DE,C30,1974,NA
DE,C30,1975,NA
DE,C30,1976,NA
DE,C30,1977,NA
DE,C30,1978,NA
DE,C30,1979,NA
DE,C30,1980,NA
DE,C30,1981,NA
DE,C30,1982,NA
DE,C30,1983,NA
DE,C30,1984,NA
DE,C30,1985,NA
DE,C30,1986,NA
DE,C30,1987,NA
DE,C30,1988,NA
DE,C30,1989,NA
DE,C30,1990,NA
DE,C30,1991,58.5
DE,C30,1992,57.8
DE,C30,1993,54.5
DE,C30,1994,51.6
DE,C30,1995,45.9
DE,C30,1996,42.8
DE,C30,1997,41.1
DE,C30,1998,41.9
DE,C30,1999,43.1
DE,C30,2000,44.7
DE,C30,2001,47.7
DE,C30,2002,50.6
DE,C30,2003,53.7
DE,C30,2004,52.7
DE,C30,2005,54.4
DE,C30,2006,59.8
DE,C30,2007,62.1
DE,C30,2008,67.4
DE,C30,2009,66.2
DE,C30,2010,62.5
DE,C30,2011,70.8
DE,C30,2012,75.1
DE,C30,2013,78.3
DE,C30,2014,79.6
DE,C30,2015,84.4
DE,C30,2016,90
DE,C30,2017,92.3
DE,C30,2018,98.9
DE,C30,2019,106
DE,C30,2020,97.5
DE,C30,2021,99.5
DE,C30,2022,104.2
DE,C30,2023,111.5
DE,C30,2024,119.3
DE,C30,2025,119.8
DE,C31,1953,NA
DE,C31,1954,NA
DE,C31,1955,NA
DE,C31,1956,NA
DE,C31,1957,NA
DE,C31,1958,NA
DE,C31,1959,NA
DE,C31,1960,NA
DE,C31,1961,NA
DE,C31,1962,NA
DE,C31,1963,NA
DE,C31,1964,NA
DE,C31,1965,NA
DE,C31,1966,NA
DE,C31,1967,NA
DE,C31,1968,NA
DE,C31,1969,NA
DE,C31,1970,NA
DE,C31,1971,NA
DE,C31,1972,NA
DE,C31,1973,NA
DE,C31,1974,NA
DE,C31,1975,NA
DE,C31,1976,NA
DE,C31,1977,NA
DE,C31,1978,NA
DE,C31,1979,NA
DE,C31,1980,NA
DE,C31,1981,NA
DE,C31,1982,NA
DE,C31,1983,NA
DE,C31,1984,NA
DE,C31,1985,NA
DE,C31,1986,NA
DE,C31,1987,NA
DE,C31,1988,NA
DE,C31,1989,NA
DE,C31,1990,NA
DE,C31,1991,179.3
DE,C31,1992,174.7
DE,C31,1993,166.1
DE,C31,1994,159.4
DE,C31,1995,160.2
DE,C31,1996,153.9
DE,C31,1997,148
DE,C31,1998,151.6
DE,C31,1999,146.9
DE,C31,2000,146.1
DE,C31,2001,140.3
DE,C31,2002,121.2
DE,C31,2003,114.5
DE,C31,2004,113.2
DE,C31,2005,115.1
DE,C31,2006,123.8
DE,C31,2007,126.4
DE,C31,2008,123.5
DE,C31,2009,105.7
DE,C31,2010,107.3
DE,C31,2011,111.1
DE,C31,2012,109.7
DE,C31,2013,105
DE,C31,2014,105.6
DE,C31,2015,108.3
DE,C31,2016,108.4
DE,C31,2017,107.3
DE,C31,2018,105.9
DE,C31,2019,104.8
DE,C31,2020,97.4
DE,C31,2021,99.2
DE,C31,2022,93.5
DE,C31,2023,84
DE,C31,2024,78
DE,C31,2025,75.4
DE,C32,1953,NA
DE,C32,1954,NA
DE,C32,1955,NA
DE,C32,1956,NA
DE,C32,1957,NA
DE,C32,1958,NA
DE,C32,1959,NA
DE,C32,1960,NA
DE,C32,1961,NA
DE,C32,1962,NA
DE,C32,1963,NA
DE,C32,1964,NA
DE,C32,1965,NA
DE,C32,1966,NA
DE,C32,1967,NA
DE,C32,1968,NA
DE,C32,1969,NA
DE,C32,1970,NA
DE,C32,1971,NA
DE,C32,1972,NA
DE,C32,1973,NA
DE,C32,1974,NA
DE,C32,1975,NA
DE,C32,1976,NA
DE,C32,1977,NA
DE,C32,1978,NA
DE,C32,1979,NA
DE,C32,1980,NA
DE,C32,1981,NA
DE,C32,1982,NA
DE,C32,1983,NA
DE,C32,1984,NA
DE,C32,1985,NA
DE,C32,1986,NA
DE,C32,1987,NA
DE,C32,1988,NA
DE,C32,1989,NA
DE,C32,1990,NA
DE,C32,1991,62.4
DE,C32,1992,60.4
DE,C32,1993,56.4
DE,C32,1994,55.2
DE,C32,1995,55.4
DE,C32,1996,56.1
DE,C32,1997,56.8
DE,C32,1998,59.5
DE,C32,1999,57.8
DE,C32,2000,61.7
DE,C32,2001,63.2
DE,C32,2002,63.8
DE,C32,2003,65.5
DE,C32,2004,66
DE,C32,2005,66.7
DE,C32,2006,71.8
DE,C32,2007,74.9
DE,C32,2008,75.2
DE,C32,2009,69.6
DE,C32,2010,74.7
DE,C32,2011,78.4
DE,C32,2012,81.6
DE,C32,2013,84
DE,C32,2014,87.3
DE,C32,2015,89.5
DE,C32,2016,92.7
DE,C32,2017,93.7
DE,C32,2018,99.9
DE,C32,2019,98.7
DE,C32,2020,95.1
DE,C32,2021,99.3
DE,C32,2022,98.7
DE,C32,2023,98.9
DE,C32,2024,96.2
DE,C32,2025,98.5
DE,C33,1953,NA
DE,C33,1954,NA
DE,C33,1955,NA
DE,C33,1956,NA
DE,C33,1957,NA
DE,C33,1958,NA
DE,C33,1959,NA
DE,C33,1960,NA
DE,C33,1961,NA
DE,C33,1962,NA
DE,C33,1963,NA
DE,C33,1964,NA
DE,C33,1965,NA
DE,C33,1966,NA
DE,C33,1967,NA
DE,C33,1968,NA
DE,C33,1969,NA
DE,C33,1970,NA
DE,C33,1971,NA
DE,C33,1972,NA
DE,C33,1973,NA
DE,C33,1974,NA
DE,C33,1975,NA
DE,C33,1976,NA
DE,C33,1977,NA
DE,C33,1978,NA
DE,C33,1979,NA
DE,C33,1980,NA
DE,C33,1981,NA
DE,C33,1982,NA
DE,C33,1983,NA
DE,C33,1984,NA
DE,C33,1985,NA
DE,C33,1986,NA
DE,C33,1987,NA
DE,C33,1988,NA
DE,C33,1989,NA
DE,C33,1990,NA
DE,C33,1991,62.7
DE,C33,1992,59.9
DE,C33,1993,55.1
DE,C33,1994,55.2
DE,C33,1995,58.8
DE,C33,1996,59.3
DE,C33,1997,59.1
DE,C33,1998,62.4
DE,C33,1999,63.6
DE,C33,2000,66.5
DE,C33,2001,68
DE,C33,2002,67.5
DE,C33,2003,68.8
DE,C33,2004,70.8
DE,C33,2005,72.9
DE,C33,2006,77.8
DE,C33,2007,85.2
DE,C33,2008,94.7
DE,C33,2009,80.8
DE,C33,2010,82.8
DE,C33,2011,89.7
DE,C33,2012,90.6
DE,C33,2013,92
DE,C33,2014,93.3
DE,C33,2015,97.1
DE,C33,2016,95.7
DE,C33,2017,101.2
DE,C33,2018,104.8
DE,C33,2019,107.6
DE,C33,2020,97.1
DE,C33,2021,99.2
DE,C33,2022,99.1
DE,C33,2023,105.3
DE,C33,2024,108.4
DE,C33,2025,111.6
ES,C,1953,NA
ES,C,1954,NA
ES,C,1955,NA
ES,C,1956,NA
ES,C,1957,NA
ES,C,1958,NA
ES,C,1959,NA
ES,C,1960,NA
ES,C,1961,NA
ES,C,1962,NA
ES,C,1963,NA
ES,C,1964,NA
ES,C,1965,NA
ES,C,1966,NA
ES,C,1967,NA
ES,C,1968,NA
ES,C,1969,NA
ES,C,1970,NA
ES,C,1971,NA
ES,C,1972,NA
ES,C,1973,NA
ES,C,1974,NA
ES,C,1975,NA
ES,C,1976,NA
ES,C,1977,NA
ES,C,1978,NA
ES,C,1979,NA
ES,C,1980,NA
ES,C,1981,NA
ES,C,1982,NA
ES,C,1983,NA
ES,C,1984,NA
ES,C,1985,NA
ES,C,1986,NA
ES,C,1987,NA
ES,C,1988,NA
ES,C,1989,NA
ES,C,1990,NA
ES,C,1991,NA
ES,C,1992,94.5
ES,C,1993,89.8
ES,C,1994,97.1
ES,C,1995,101.9
ES,C,1996,100.8
ES,C,1997,107.8
ES,C,1998,114.1
ES,C,1999,116.9
ES,C,2000,121.3
ES,C,2001,118.8
ES,C,2002,118.6
ES,C,2003,120.2
ES,C,2004,122
ES,C,2005,122.1
ES,C,2006,126.9
ES,C,2007,129.7
ES,C,2008,119.4
ES,C,2009,99.2
ES,C,2010,99.9
ES,C,2011,98.5
ES,C,2012,91
ES,C,2013,89.6
ES,C,2014,91.5
ES,C,2015,95.2
ES,C,2016,97.6
ES,C,2017,100.7
ES,C,2018,102
ES,C,2019,102.8
ES,C,2020,92.3
ES,C,2021,100
ES,C,2022,101.9
ES,C,2023,100.9
ES,C,2024,101.9
ES,C,2025,102.5
ES,C10,1953,NA
ES,C10,1954,NA
ES,C10,1955,NA
ES,C10,1956,NA
ES,C10,1957,NA
ES,C10,1958,NA
ES,C10,1959,NA
ES,C10,1960,NA
ES,C10,1961,NA
ES,C10,1962,NA
ES,C10,1963,NA
ES,C10,1964,NA
ES,C10,1965,NA
ES,C10,1966,NA
ES,C10,1967,NA
ES,C10,1968,NA
ES,C10,1969,NA
ES,C10,1970,NA
ES,C10,1971,NA
ES,C10,1972,NA
ES,C10,1973,NA
ES,C10,1974,NA
ES,C10,1975,NA
ES,C10,1976,NA
ES,C10,1977,NA
ES,C10,1978,NA
ES,C10,1979,NA
ES,C10,1980,NA
ES,C10,1981,NA
ES,C10,1982,NA
ES,C10,1983,NA
ES,C10,1984,NA
ES,C10,1985,NA
ES,C10,1986,NA
ES,C10,1987,NA
ES,C10,1988,NA
ES,C10,1989,NA
ES,C10,1990,NA
ES,C10,1991,NA
ES,C10,1992,71.5
ES,C10,1993,74.6
ES,C10,1994,76.3
ES,C10,1995,75.2
ES,C10,1996,73.8
ES,C10,1997,78.8
ES,C10,1998,82.5
ES,C10,1999,82.5
ES,C10,2000,81.8
ES,C10,2001,83.2
ES,C10,2002,87
ES,C10,2003,88.1
ES,C10,2004,90.6
ES,C10,2005,92.4
ES,C10,2006,92.8
ES,C10,2007,94.5
ES,C10,2008,93.5
ES,C10,2009,92.9
ES,C10,2010,94.9
ES,C10,2011,95.2
ES,C10,2012,92.3
ES,C10,2013,91.4
ES,C10,2014,94.9
ES,C10,2015,95.9
ES,C10,2016,97.9
ES,C10,2017,98.2
ES,C10,2018,98.8
ES,C10,2019,100.7
ES,C10,2020,95.8
ES,C10,2021,100
ES,C10,2022,99
ES,C10,2023,96.2
ES,C10,2024,98
ES,C10,2025,99.7
ES,C11,1953,NA
ES,C11,1954,NA
ES,C11,1955,NA
ES,C11,1956,NA
ES,C11,1957,NA
ES,C11,1958,NA
ES,C11,1959,NA
ES,C11,1960,NA
ES,C11,1961,NA
ES,C11,1962,NA
ES,C11,1963,NA
ES,C11,1964,NA
ES,C11,1965,NA
ES,C11,1966,NA
ES,C11,1967,NA
ES,C11,1968,NA
ES,C11,1969,NA
ES,C11,1970,NA
ES,C11,1971,NA
ES,C11,1972,NA
ES,C11,1973,NA
ES,C11,1974,NA
ES,C11,1975,NA
ES,C11,1976,NA
ES,C11,1977,NA
ES,C11,1978,NA
ES,C11,1979,NA
ES,C11,1980,NA
ES,C11,1981,NA
ES,C11,1982,NA
ES,C11,1983,NA
ES,C11,1984,NA
ES,C11,1985,NA
ES,C11,1986,NA
ES,C11,1987,NA
ES,C11,1988,NA
ES,C11,1989,NA
ES,C11,1990,NA
ES,C11,1991,NA
ES,C11,1992,74.1
ES,C11,1993,70.9
ES,C11,1994,77.5
ES,C11,1995,78.2
ES,C11,1996,72.4
ES,C11,1997,80
ES,C11,1998,80.8
ES,C11,1999,89.9
ES,C11,2000,97.1
ES,C11,2001,101.2
ES,C11,2002,98.6
ES,C11,2003,105.1
ES,C11,2004,105.1
ES,C11,2005,106.4
ES,C11,2006,107.8
ES,C11,2007,107.8
ES,C11,2008,108.6
ES,C11,2009,103.2
ES,C11,2010,97.3
ES,C11,2011,95.5
ES,C11,2012,95
ES,C11,2013,91.9
ES,C11,2014,95.6
ES,C11,2015,95.4
ES,C11,2016,95.5
ES,C11,2017,96.1
ES,C11,2018,93.8
ES,C11,2019,97.5
ES,C11,2020,88.8
ES,C11,2021,100
ES,C11,2022,104.6
ES,C11,2023,101.5
ES,C11,2024,99.4
ES,C11,2025,101.3
ES,C12,1953,NA
ES,C12,1954,NA
ES,C12,1955,NA
ES,C12,1956,NA
ES,C12,1957,NA
ES,C12,1958,NA
ES,C12,1959,NA
ES,C12,1960,NA
ES,C12,1961,NA
ES,C12,1962,NA
ES,C12,1963,NA
ES,C12,1964,NA
ES,C12,1965,NA
ES,C12,1966,NA
ES,C12,1967,NA
ES,C12,1968,NA
ES,C12,1969,NA
ES,C12,1970,NA
ES,C12,1971,NA
ES,C12,1972,NA
ES,C12,1973,NA
ES,C12,1974,NA
ES,C12,1975,NA
ES,C12,1976,NA
ES,C12,1977,NA
ES,C12,1978,NA
ES,C12,1979,NA
ES,C12,1980,NA
ES,C12,1981,NA
ES,C12,1982,NA
ES,C12,1983,NA
ES,C12,1984,NA
ES,C12,1985,NA
ES,C12,1986,NA
ES,C12,1987,NA
ES,C12,1988,NA
ES,C12,1989,NA
ES,C12,1990,NA
ES,C12,1991,NA
ES,C12,1992,NA
ES,C12,1993,NA
ES,C12,1994,NA
ES,C12,1995,NA
ES,C12,1996,NA
ES,C12,1997,NA
ES,C12,1998,NA
ES,C12,1999,NA
ES,C12,2000,NA
ES,C12,2001,NA
ES,C12,2002,NA
ES,C12,2003,NA
ES,C12,2004,NA
ES,C12,2005,NA
ES,C12,2006,NA
ES,C12,2007,NA
ES,C12,2008,NA
ES,C12,2009,NA
ES,C12,2010,NA
ES,C12,2011,NA
ES,C12,2012,NA
ES,C12,2013,NA
ES,C12,2014,NA
ES,C12,2015,NA
ES,C12,2016,NA
ES,C12,2017,NA
ES,C12,2018,NA
ES,C12,2019,NA
ES,C12,2020,NA
ES,C12,2021,NA
ES,C12,2022,NA
ES,C12,2023,NA
ES,C12,2024,NA
ES,C12,2025,NA
ES,C13,1953,NA
ES,C13,1954,NA
ES,C13,1955,NA
ES,C13,1956,NA
ES,C13,1957,NA
ES,C13,1958,NA
ES,C13,1959,NA
ES,C13,1960,NA
ES,C13,1961,NA
ES,C13,1962,NA
ES,C13,1963,NA
ES,C13,1964,NA
ES,C13,1965,NA
ES,C13,1966,NA
ES,C13,1967,NA
ES,C13,1968,NA
ES,C13,1969,NA
ES,C13,1970,NA
ES,C13,1971,NA
ES,C13,1972,NA
ES,C13,1973,NA
ES,C13,1974,NA
ES,C13,1975,NA
ES,C13,1976,NA
ES,C13,1977,NA
ES,C13,1978,NA
ES,C13,1979,NA
ES,C13,1980,NA
ES,C13,1981,NA
ES,C13,1982,NA
ES,C13,1983,NA
ES,C13,1984,NA
ES,C13,1985,NA
ES,C13,1986,NA
ES,C13,1987,NA
ES,C13,1988,NA
ES,C13,1989,NA
ES,C13,1990,NA
ES,C13,1991,NA
ES,C13,1992,211.5
ES,C13,1993,193.4
ES,C13,1994,214
ES,C13,1995,214.6
ES,C13,1996,206.3
ES,C13,1997,220.1
ES,C13,1998,224.7
ES,C13,1999,209.7
ES,C13,2000,214.6
ES,C13,2001,218.7
ES,C13,2002,205.4
ES,C13,2003,193
ES,C13,2004,181.9
ES,C13,2005,162.3
ES,C13,2006,156.6
ES,C13,2007,149.2
ES,C13,2008,123.4
ES,C13,2009,97.8
ES,C13,2010,104.9
ES,C13,2011,99.6
ES,C13,2012,94.6
ES,C13,2013,95.3
ES,C13,2014,97.5
ES,C13,2015,102.5
ES,C13,2016,106.6
ES,C13,2017,107.6
ES,C13,2018,105.4
ES,C13,2019,99.9
ES,C13,2020,91.5
ES,C13,2021,100
ES,C13,2022,103.9
ES,C13,2023,97.9
ES,C13,2024,94.6
ES,C13,2025,93
ES,C14,1953,NA
ES,C14,1954,NA
ES,C14,1955,NA
ES,C14,1956,NA
ES,C14,1957,NA
ES,C14,1958,NA
ES,C14,1959,NA
ES,C14,1960,NA
ES,C14,1961,NA
ES,C14,1962,NA
ES,C14,1963,NA
ES,C14,1964,NA
ES,C14,1965,NA
ES,C14,1966,NA
ES,C14,1967,NA
ES,C14,1968,NA
ES,C14,1969,NA
ES,C14,1970,NA
ES,C14,1971,NA
ES,C14,1972,NA
ES,C14,1973,NA
ES,C14,1974,NA
ES,C14,1975,NA
ES,C14,1976,NA
ES,C14,1977,NA
ES,C14,1978,NA
ES,C14,1979,NA
ES,C14,1980,NA
ES,C14,1981,NA
ES,C14,1982,NA
ES,C14,1983,NA
ES,C14,1984,NA
ES,C14,1985,NA
ES,C14,1986,NA
ES,C14,1987,NA
ES,C14,1988,NA
ES,C14,1989,NA
ES,C14,1990,NA
ES,C14,1991,NA
ES,C14,1992,322.9
ES,C14,1993,292.2
ES,C14,1994,334.2
ES,C14,1995,337.8
ES,C14,1996,317.3
ES,C14,1997,321
ES,C14,1998,329.8
ES,C14,1999,303.7
ES,C14,2000,294.7
ES,C14,2001,260.9
ES,C14,2002,221.7
ES,C14,2003,208.2
ES,C14,2004,201.4
ES,C14,2005,182.4
ES,C14,2006,177.3
ES,C14,2007,174.2
ES,C14,2008,159.3
ES,C14,2009,128.1
ES,C14,2010,115.2
ES,C14,2011,106.6
ES,C14,2012,99.1
ES,C14,2013,102.5
ES,C14,2014,96
ES,C14,2015,89.6
ES,C14,2016,101.9
ES,C14,2017,112.2
ES,C14,2018,107
ES,C14,2019,106.6
ES,C14,2020,78.4
ES,C14,2021,100
ES,C14,2022,104.7
ES,C14,2023,87.2
ES,C14,2024,84.2
ES,C14,2025,79.7
ES,C15,1953,NA
ES,C15,1954,NA
ES,C15,1955,NA
ES,C15,1956,NA
ES,C15,1957,NA
ES,C15,1958,NA
